filename,text_lvl,f_grade,f_ease,ari,avg_tokenlength,documentlength_token,documentlength_sentence,avg_sentencelength_char,avg_sentencelength_token,slug,sum_fasttext-wiki-news-subwords-300_linear_reg,avg_fasttext-wiki-news-subwords-300_linear_reg,sum_fasttext-wiki-news-subwords-300_class_logistic_reg,avg_fasttext-wiki-news-subwords-300_class_logistic_reg,sum_fasttext-wiki-news-subwords-300_class_svm,avg_fasttext-wiki-news-subwords-300_class_svm,sum_fasttext-wiki-news-subwords-300_ordinal_logistic_reg,avg_fasttext-wiki-news-subwords-300_ordinal_logistic_reg,sum_word2vec-google-news-300_linear_reg,avg_word2vec-google-news-300_linear_reg,sum_word2vec-google-news-300_class_logistic_reg,avg_word2vec-google-news-300_class_logistic_reg,sum_word2vec-google-news-300_class_svm,avg_word2vec-google-news-300_class_svm,sum_word2vec-google-news-300_ordinal_logistic_reg,avg_word2vec-google-news-300_ordinal_logistic_reg,sum_glove-wiki-gigaword-300_linear_reg,avg_glove-wiki-gigaword-300_linear_reg,sum_glove-wiki-gigaword-300_class_logistic_reg,avg_glove-wiki-gigaword-300_class_logistic_reg,sum_glove-wiki-gigaword-300_class_svm,avg_glove-wiki-gigaword-300_class_svm,sum_glove-wiki-gigaword-300_ordinal_logistic_reg,avg_glove-wiki-gigaword-300_ordinal_logistic_reg,newsela_sum_fasttext-wiki-news-subwords-300_linear_reg,newsela_avgfasttext-wiki-news-subwords-300_linear_reg,newsela_sum_fasttext-wiki-news-subwords-300_class_logistic_reg,newsela_avgfasttext-wiki-news-subwords-300_class_logistic_reg,newsela_sum_fasttext-wiki-news-subwords-300_class_svm,newsela_avgfasttext-wiki-news-subwords-300_class_svm,newsela_sum_fasttext-wiki-news-subwords-300_ordinal_logistic_reg,newsela_avgfasttext-wiki-news-subwords-300_ordinal_logistic_reg,newsela_sum_word2vec-google-news-300_linear_reg,newsela_avgword2vec-google-news-300_linear_reg,newsela_sum_word2vec-google-news-300_class_logistic_reg,newsela_avgword2vec-google-news-300_class_logistic_reg,newsela_sum_word2vec-google-news-300_class_svm,newsela_avgword2vec-google-news-300_class_svm,newsela_sum_word2vec-google-news-300_ordinal_logistic_reg,newsela_avgword2vec-google-news-300_ordinal_logistic_reg,newsela_sum_glove-wiki-gigaword-300_linear_reg,newsela_avgglove-wiki-gigaword-300_linear_reg,newsela_sum_glove-wiki-gigaword-300_class_logistic_reg,newsela_avgglove-wiki-gigaword-300_class_logistic_reg,newsela_sum_glove-wiki-gigaword-300_class_svm,newsela_avgglove-wiki-gigaword-300_class_svm,newsela_sum_glove-wiki-gigaword-300_ordinal_logistic_reg,newsela_avgglove-wiki-gigaword-300_ordinal_logistic_reg,fasttext-wiki-news-subwords-300_pairwiseSVM,word2vec-google-news-300_pairwiseSVM,glove-wiki-gigaword-300_pairwiseSVM,grade_level,Original_Index,newsela_fasttext-wiki-news-subwords-300_pairwiseSVM,newsela_word2vec-google-news-300_pairwiseSVM,newsela_glove-wiki-gigaword-300_pairwiseSVM,transread_en_avgfasttext-wiki-news-subwords-300_linear_reg,transread_en_sum_fasttext-wiki-news-subwords-300_linear_reg,transread_en_avgfasttext-wiki-news-subwords-300_class_logistic_reg,transread_en_sum_fasttext-wiki-news-subwords-300_class_logistic_reg,transread_en_avgfasttext-wiki-news-subwords-300_class_svm,transread_en_sum_fasttext-wiki-news-subwords-300_class_svm,transread_en_avgfasttext-wiki-news-subwords-300_ordinal_logistic_reg,transread_en_sum_fasttext-wiki-news-subwords-300_ordinal_logistic_reg,transread_en_avgword2vec-google-news-300_linear_reg,transread_en_sum_word2vec-google-news-300_linear_reg,transread_en_avgword2vec-google-news-300_class_logistic_reg,transread_en_sum_word2vec-google-news-300_class_logistic_reg,transread_en_avgword2vec-google-news-300_class_svm,transread_en_sum_word2vec-google-news-300_class_svm,transread_en_avgword2vec-google-news-300_ordinal_logistic_reg,transread_en_sum_word2vec-google-news-300_ordinal_logistic_reg,transread_en_avgglove-wiki-gigaword-300_linear_reg,transread_en_sum_glove-wiki-gigaword-300_linear_reg,transread_en_avgglove-wiki-gigaword-300_class_logistic_reg,transread_en_sum_glove-wiki-gigaword-300_class_logistic_reg,transread_en_avgglove-wiki-gigaword-300_class_svm,transread_en_sum_glove-wiki-gigaword-300_class_svm,transread_en_avgglove-wiki-gigaword-300_ordinal_logistic_reg,transread_en_sum_glove-wiki-gigaword-300_ordinal_logistic_reg,transread_en_fasttext-wiki-news-subwords-300_pairwiseSVM,transread_en_word2vec-google-news-300_pairwiseSVM,transread_en_glove-wiki-gigaword-300_pairwiseSVM,glove-wiki-gigaword-300_han_svm,word2vec-google-news-300_han_svm,fasttext-wiki-news-subwords-300_han_svm,fasttext-wiki-news-subwords-300_han_svm_reg,fasttext-wiki-news-subwords-300_han_only_cat,glove-wiki-gigaword-300_han_only_cat,glove-wiki-gigaword-300_han_cat,newsela_bertRank,bert_classification,bert_regression,bertRank,word2vec-google-news-300_han_only_cat,mbertRank,newsela_eng_bert_regression,newsela_mbert_regression,newsela_engbertRank,newsela_mbertRank
Bolivia-int.txt,Int-Txt,11.4,50.46,12.6,4.966325036603221,683,34,119.76470588235294,20.08823529411765,Bolivia,-0.6410386573431581,-0.1968459355778753,1,2,1,2,1,2,-0.6926274548380325,-0.0172449142426125,2,2,1,2,2,2,0.839426732754295,-0.0794929721458839,2,2,1,2,0,2,6.888238838487777,8.522447683749048,10,10,10,10,6,10,5.7364483070853645,6.904083040895276,7,10,5,7,5,10,6.149251677157707,7.755448535392565,10,10,5,10,7,10,0.0,0.0,0.0,1,268,0.0,0.0,0.0,-0.0949218772414575,-5229.840712634065,1,0,1,0,1,0,0.8677232990418184,-260.08114470881515,1,0,1,0,1,0,0.8205322119173921,-3674.5763701322335,1,0,1,0,1,0,0,0,0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0688485,1.0,0.3965080082416534,1.008539080619812,1.0,1.0528247356414795,12.156392,12.172839,1.0040394,0.9877785
Violence-int.txt,Int-Txt,12.5,47.62,14.3,4.960812772133527,689,38,107.89473684210526,18.13157894736842,Violence,2.5548459871540743,2.0163389256906346,1,1,1,1,2,1,0.744819587664205,2.581876949074852,0,2,1,2,1,1,3.908404764349232,3.338464198571052,2,2,1,1,2,2,8.804041725943971,9.313915109040488,10,10,10,10,10,10,7.761229582476336,8.395239579612213,10,10,10,10,10,10,8.610345961163555,9.992624282425028,10,10,10,10,8,10,0.0,0.0,0.0,1,269,0.0,0.0,0.0,0.4326164862660873,-4730.121584976331,1,0,1,0,1,0,0.081974544497672,-666.033111397664,0,0,0,0,0,0,0.4241546831752165,-3966.5400265858766,0,0,0,0,0,0,2,0,0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.1725203,1.0,1.093514919281006,0.9970237016677856,1.0,1.0076478719711304,12.14913,12.158332,1.0012469,0.96711534
WNL Brown bears-int.txt,Int-Txt,10.1,59.23,13.5,5.178041543026707,674,34,122.41176470588236,19.823529411764707,WNL Brown bears,-0.693215413280585,-0.5202025211465209,1,1,1,1,1,1,1.3411905437753164,1.6818401526373528,1,1,1,1,2,1,-1.1989810262790883,-0.8012428201226509,2,2,1,2,0,2,6.675377462932167,7.139270554509273,10,10,5,5,6,10,6.666493962308835,7.7000496468251,10,10,10,10,6,10,7.047234407917623,8.537499464164112,10,10,5,10,8,10,0.0,0.0,0.0,1,270,0.0,0.0,0.0,0.8961144110989121,-4490.806688805274,1,0,1,0,1,0,1.1712807712749838,-83.07046300829208,1,0,1,0,1,0,0.8809559177936501,-3601.6619608457954,1,0,1,0,1,0,0,0,0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0240895,1.0,0.9882100820541382,0.9969655871391296,1.0,1.011749505996704,12.153177,12.170197,1.0010127,0.9902453
WNL Neuroscientists-int.txt,Int-Txt,9.0,62.07,10.6,4.857682619647355,794,46,100.91304347826087,17.26086956521739,WNL Neuroscientists,1.3514953087984225,-0.8344664831985327,1,1,2,1,0,2,0.9387481570991696,2.077641215515955,1,1,2,1,2,2,4.059958978484021,3.3220059873120444,0,2,2,2,0,2,4.560208950304637,4.984318969778277,7,10,5,10,5,10,6.619641900152642,7.175915976495093,7,10,5,5,6,10,5.460656372070238,6.426155747589863,10,10,10,10,9,5,0.0,0.0,0.0,1,271,-2.0,0.0,0.0,0.0108511121412853,-5939.067312436625,1,0,1,0,1,0,0.4737801705572906,-554.3432725980667,0,0,1,0,0,0,0.1910111669514833,-4905.250711854639,0,0,0,0,0,0,-2,0,0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.99278677,1.0,0.7313348054885864,0.9926963448524476,1.0,1.0086132287979126,12.131155,12.166372,1.0006436,0.70592713
WNL We must-int.txt,Int-Txt,9.1,67.18,11.7,4.684357541899441,716,42,96.54761904761904,17.047619047619047,WNL We must,1.5973219997287107,1.6987612679429622,1,2,1,2,1,2,-0.4082413746830184,0.3404280252795928,1,1,1,1,2,1,2.525050903675487,0.9915371457614182,2,1,1,1,2,1,6.558390295354633,6.726354690663783,6,10,5,5,5,10,7.632664009443174,8.366209776903219,10,10,10,10,10,10,7.729496861354329,8.783356646552498,10,10,5,10,9,10,0.0,0.0,0.0,1,272,0.0,0.0,0.0,-0.1234018850817104,-5199.315097978551,1,0,1,0,1,0,0.3223590601944215,-541.9584640200835,0,0,0,0,0,0,0.3637020160979087,-4085.298966887084,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.98487484,1.0,0.6198676228523254,0.9957927465438844,1.0,1.010157585144043,12.142484,12.167703,1.0152174,0.9890571
WNL Why we should -int.txt,Int-Txt,9.8,59.84,11.5,4.831826401446655,553,27,119.44444444444444,20.48148148148148,WNL Why we should ,-0.4199603932426947,2.8876133860496447,1,1,0,1,1,0,1.9049879226330544,3.866397550241029,1,1,0,1,2,0,0.8790897208285089,2.596594747790752,1,1,0,1,2,1,6.078535141828994,7.1578446881980415,6,10,2,5,5,5,5.71544036899807,7.357943878095912,6,10,2,4,5,5,6.201085329542176,8.567633007592097,10,10,2,10,7,10,0.0,0.0,0.0,1,273,0.0,0.0,0.0,0.4432405470928557,-3806.0023077785822,1,0,1,0,1,0,-0.0187459633740234,-584.429298202562,0,0,0,0,0,0,0.0910347666488284,-3391.0173479797163,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.99046975,1.0,0.8205766081809998,0.9967248439788818,1.0,1.0073221921920776,12.109017,12.17867,1.0065188,0.96352214
Nepal-int.txt,Int-Txt,8.4,69.01,11.2,4.830630630630631,555,31,104.12903225806453,17.903225806451612,Nepal,2.325717652541762,2.0396292084808723,1,1,0,1,1,2,1.1587877249909764,1.285394440932139,1,2,1,1,0,1,0.2994135628689682,-0.3224740613051526,0,0,0,2,0,0,6.07025282613274,6.473486452268842,7,10,10,10,5,10,5.946127695954173,7.07817622346943,5,10,10,5,5,5,5.198973974814794,6.249218682799137,5,5,2,5,7,4,0.0,0.0,0.0,1,274,0.0,0.0,0.0,0.2952299087009429,-4019.60194573906,1,0,1,0,1,0,0.3982307800619389,-421.15735387342727,1,0,1,0,1,0,0.446352386655283,-3149.128062682779,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.1120139,1.0,0.0282017271965742,0.992384910583496,1.0,1.0161356925964355,12.145551,12.181113,1.003256,0.9386559
Prince Harry-int.txt,Int-Txt,8.3,69.21,9.2,4.419306184012067,663,37,96.8108108108108,17.91891891891892,Prince Harry,2.0480854351440403,1.2572494543060806,1,0,1,1,1,0,2.8373009386814783,2.1815542314185663,1,0,1,0,2,0,1.0343945912264396,1.3387520595540447,1,1,1,0,2,1,6.31656840973553,6.57285256399408,6,2,3,10,5,5,6.616433495736997,6.8676131052857,10,10,3,10,6,5,5.870548924783307,6.999867191137136,6,10,3,2,8,5,0.0,0.0,0.0,1,275,0.0,0.0,0.0,-0.0361599357955224,-5054.885917687282,0,0,1,0,0,0,0.1740875867460729,-644.1837433205872,0,0,0,0,0,0,0.4445910661579173,-3809.148704003899,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.90236115,1.0,0.7412503957748413,0.9976693987846376,1.0,1.012773036956787,12.112885,12.174174,1.1032261,0.9499251
WNL EU Pollution-int.txt,Int-Txt,12.5,47.42,15.3,5.218800648298217,617,27,141.88888888888889,22.85185185185185,WNL EU Pollution,1.6302116736078534,3.339438363840341,1,2,1,2,1,2,2.945527658479989,4.277959966412974,1,2,1,2,2,2,0.1225465632009261,1.0608627889970084,1,2,1,2,2,2,7.773820035899882,8.808261332132485,7,10,10,10,10,10,8.297999219458195,9.623192486008138,10,10,10,10,10,10,7.681246161801727,9.664300241371178,7,7,5,10,8,10,0.0,0.0,0.0,1,276,0.0,0.0,0.0,0.6971431856975885,-4279.239254160362,1,1,1,0,1,1,0.7159139749343916,-308.5608845770519,1,0,1,0,1,0,0.5472041219954615,-3486.086586373042,1,0,1,0,1,0,2,0,0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.1478423,1.0,1.2521156072616575,0.9983821511268616,1.0,1.0075942277908325,12.135899,12.1661415,1.0728823,1.0040157
WNL I confused my numbers-int.txt,Int-Txt,9.8,65.35,11.4,4.499186991869919,615,28,120.60714285714286,21.964285714285715,WNL I confused my numbers,3.0225497846081897,4.809499766701561,1,2,0,2,2,1,0.5158425495234882,1.09245351433718,1,1,1,1,2,1,1.1120326921024426,1.3565515794178449,1,2,0,2,0,2,8.067162874100177,9.903181964005505,10,10,10,10,10,10,7.671793915286901,8.910543187582867,10,10,10,10,6,10,5.049638262741096,6.958917231200308,6,10,2,10,4,5,0.0,0.0,0.0,1,277,0.0,0.0,0.0,0.8766579027253538,-4052.6877052398186,0,0,1,0,0,0,0.3251972324282175,-488.4446490891571,0,0,0,0,0,0,0.6520452925462479,-3398.854269853804,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0853856,1.0,1.355822205543518,0.9963430166244508,1.0,1.6560277938842773,12.152463,12.159412,1.6464839,0.88081825
Brazil-int.txt,Int-Txt,9.7,60.14,13.2,5.196861626248217,701,38,113.84210526315788,18.44736842105263,Brazil,0.9729710374833404,1.2730965771490863,1,1,1,1,1,2,-0.0266102687992211,-0.1190365293003843,1,2,1,2,0,2,4.289387732849159,5.507836356175767,1,1,1,2,2,2,5.677217187075018,6.04597388572717,7,10,3,5,5,10,5.837182439079275,6.631478782197479,5,10,5,5,5,5,6.966696420984741,8.463953309321539,10,10,5,10,8,10,0.0,0.0,0.0,1,278,0.0,0.0,0.0,0.303388099322599,-4965.20836444924,1,0,1,0,1,0,0.3478937720731533,-556.446801336455,0,0,0,0,0,0,0.0968986771898325,-4051.387413958741,0,0,0,0,0,0,0,0,0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0791373,1.0,0.502474308013916,0.9973719716072084,1.0,0.9991773962974548,12.149112,12.172079,1.7765296,1.001791
WNL First female coach-int.txt,Int-Txt,8.1,69.82,9.3,4.522135416666667,768,43,98.44186046511628,17.86046511627907,WNL First female coach,0.8825779299432635,0.4930270557266114,1,0,1,0,0,0,0.948309784530072,1.86874324185219,1,1,1,1,0,1,1.7880361432648546,1.4148539996007743,2,2,1,1,2,1,6.085845373664539,6.242606657067912,6,10,4,10,5,5,5.591721609086921,6.36364459227535,10,10,3,10,5,5,7.132692163918545,8.463587603927092,10,10,4,10,9,10,0.0,0.0,0.0,1,279,-2.0,-2.0,0.0,-0.4760403260328374,-5875.248673243619,0,0,1,0,0,0,-0.3530125576698728,-1018.7406633623472,0,0,0,0,0,0,-0.1092126653212615,-4428.444808837282,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0366296,1.0,0.7990155816078186,0.997661828994751,1.0,0.9951962232589722,12.123842,12.174356,1.0117368,0.9477655
WNL School Sports-int.txt,Int-Txt,12.5,52.94,15.5,4.962406015037594,665,25,158.84,26.6,WNL School Sports,1.5713989758329154,2.3161201773294344,1,1,1,1,2,2,1.223179994856765,1.8976435295551008,1,2,1,2,2,2,2.289203143285038,1.720266471518297,1,2,1,2,2,1,7.349438824761385,7.441705301329714,10,10,10,10,7,10,8.44592005163408,8.940859977721338,10,10,10,10,10,10,6.787525971878624,7.879350820990894,10,10,5,10,7,10,0.0,0.0,0.0,1,280,-2.0,0.0,0.0,0.0949587705196499,-4805.995674895311,1,0,1,0,1,0,-0.1076635310012366,-763.5715876360467,0,0,1,0,0,0,-0.6567270785950967,-4398.79274752866,0,0,0,0,0,0,0,0,0,2.0,2.0,1.0,2.0,1.0,2.0,0.0,1.0009778,1.0,0.9865124821662904,0.9878456592559814,1.0,0.993655800819397,12.135386,12.177684,1.1712555,0.96591675
WNL Mars-int.txt,Int-Txt,8.6,68.5,10.5,4.617957746478873,568,30,105.93333333333334,18.933333333333334,WNL Mars,0.5925970395023488,1.3808951773548517,1,0,0,0,0,0,-0.0505317240704474,-0.3639896388425327,1,0,0,0,0,0,1.014039723747011,1.0123610286011608,1,1,0,1,1,1,4.668358741836092,5.4019353958219245,3,2,2,3,4,3,5.060544587097198,5.631911017164992,5,2,2,3,4,4,6.014686470993169,8.185158019149775,10,10,2,10,7,10,0.0,0.0,0.0,1,281,0.0,0.0,0.0,-0.03371601886586,-4319.935052708516,0,0,1,0,0,0,0.0565959355613561,-576.942842965693,0,0,0,0,0,0,0.7231220395628064,-3123.1071545079653,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.98371214,1.0,0.4997516870498657,0.997447907924652,1.0,0.9780985116958618,12.146291,12.163501,1.0010573,0.99821115
WNL Love hormonw-int.txt,Int-Txt,10.1,59.13,13.0,5.059654631083203,637,32,120.3125,19.90625,WNL Love hormonw,0.3500671886469659,0.4203515371499673,1,1,1,1,0,1,1.3518476757061282,0.7492895121168424,1,1,1,1,0,1,0.7135145842788249,1.2177461329432493,1,1,1,1,0,2,7.1890734372369804,7.895153206469277,10,10,10,10,6,10,7.294571748721951,7.964230292545961,7,10,10,10,10,10,5.536657487604748,6.992097875000109,10,10,10,10,3,10,0.0,0.0,0.0,1,282,0.0,0.0,0.0,-0.0794784603075466,-4895.668514286141,1,0,1,0,1,0,-0.1765072372007783,-812.3439972082813,0,0,0,0,0,0,-0.3441362655273874,-4250.676613662447,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0477711,1.0,0.2033256888389587,0.9955134987831116,1.0,1.004551887512207,12.136387,12.179011,1.0007285,0.99256593
WNL The millenials-int.txt,Int-Txt,8.0,69.92,8.6,4.38489646772229,821,42,105.07142857142856,19.547619047619047,WNL The millenials,1.6700633988128255,1.9652643628713395,1,0,1,0,1,0,1.33631740985739,2.060551498430643,1,0,1,0,2,0,0.4871971380687596,-0.1434128999304729,1,1,1,0,0,1,6.136538474620909,6.850715933873437,10,10,4,10,5,5,5.405639919866031,5.836218354338277,10,10,10,10,5,5,6.811828432963452,7.750410174934757,10,10,5,10,7,10,-2.0,-2.0,-2.0,1,283,0.0,-2.0,0.0,0.0050502700257002,-6135.869564413717,0,0,0,0,0,0,0.0549938034747741,-858.2843567117746,0,0,0,0,0,0,0.4223672936735951,-4705.466235268855,0,0,0,0,0,0,-2,-2,-2,2.0,2.0,2.0,0.0,2.0,1.0,1.0,0.50560313,1.0,0.6668657064437866,1.0008238554000854,1.0,0.8564524054527283,12.090505,12.174008,0.013973862,0.014905669
WNL Who can stop Trump-int.txt,Int-Txt,9.8,59.94,11.2,4.7556742323097465,749,40,107.625,18.725,WNL Who can stop Trump,1.601589442541415,1.8004284370721733,1,0,1,1,1,0,3.556061556464789,3.7907753587146775,1,0,1,1,2,0,2.5016218116259616,2.485382050735387,1,1,1,1,2,2,4.8513555428687125,5.167596255397408,5,2,3,3,5,3,6.182411618404446,6.134594328317239,5,3,3,3,5,5,5.93447866283733,7.5554692708951485,3,3,3,3,7,5,0.0,0.0,0.0,1,284,0.0,-2.0,0.0,-0.1131111476225594,-5558.990381400074,0,0,1,0,0,0,-0.1110862764631817,-877.3927357765687,0,0,0,0,0,0,-0.1652332376708605,-4514.451807094665,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.9778708,1.0,1.2048077583312988,0.9975643754005432,1.0,0.9802554249763489,12.139223,12.171475,1.0038029,0.9885353
WNL A good night sleep-int.txt,Int-Txt,7.0,72.56,8.3,4.56640625,768,50,85.3,15.36,WNL A good night sleep,2.9456329613539936,3.0017446673113115,1,0,1,1,2,0,2.218113329589099,1.5124285529210617,1,0,1,0,2,0,-1.494376328259944,-1.2598389235936054,1,1,1,0,0,1,5.408545939986207,5.900700987999102,6,10,4,4,5,5,5.223687788856337,5.918289713212282,6,3,4,4,5,5,7.264355167318579,9.96348051320938,10,10,4,10,10,10,0.0,0.0,0.0,1,285,0.0,0.0,0.0,-0.2185204012485258,-5944.37453934027,0,0,1,0,0,0,-0.5568037290425574,-1176.51324094887,0,0,0,0,0,0,-0.4392700154713669,-5132.334473928501,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.73375446,1.0,0.341471403837204,0.9954426288604736,1.0,1.0129483938217163,12.131098,12.1743555,1.0047247,0.037016865
Kashmir-int.txt,Int-Txt,6.9,72.87,9.2,4.803703703703704,810,53,88.58490566037736,15.283018867924527,Kashmir,0.10569331711754,-1.0232022311615463,1,1,1,1,0,0,0.972063612565294,0.3435792361114558,1,0,1,0,0,0,1.379695693026394,1.2709354126286367,0,0,1,0,2,0,5.446265587608724,6.187098618072361,4,10,5,5,5,5,4.368409099141607,5.558681333437399,4,2,3,3,4,4,6.743381807857876,7.839402583176746,3,2,5,2,7,5,0.0,0.0,0.0,1,286,0.0,0.0,0.0,0.4335090907822225,-5686.193430761438,1,0,1,0,1,0,0.0308074380313927,-855.2497391297774,0,0,0,0,0,0,0.2121306949108383,-4668.506155851431,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.9727519,1.0,0.2368310093879699,0.9927110075950624,1.0,1.0082844495773315,11.868489,11.970957,0.99954087,0.40643328
WNL 101 year old bottle message-int.txt,Int-Txt,7.7,76.15,9.1,4.264659270998415,631,32,103.5,19.71875,WNL 101 year old bottle message,2.000473178458323,2.311915295048128,1,0,1,0,1,0,2.09253697973313,1.6508428293705784,0,0,1,0,1,0,-0.3557764103734235,-0.7578897889114184,0,0,1,0,0,0,5.77651063674736,5.868320426956662,3,2,3,3,5,3,5.267146263503641,4.935034113258002,4,2,3,3,4,4,5.311784321503653,5.88680092637324,2,2,3,2,7,3,0.0,0.0,0.0,1,287,-2.0,-2.0,0.0,-0.415528901059794,-4972.359076420386,0,0,0,0,0,0,-0.0685272685871705,-737.0998081505501,0,0,0,0,0,0,-0.1850760056321982,-4057.0709728559,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0142701,1.0,0.0993610993027687,0.9942997097969056,1.0,1.0060569047927856,12.05623,12.167321,1.0010453,0.5940638
WNL Coloring Books-int.txt,Int-Txt,7.6,70.94,9.2,4.5734375,640,42,84.76190476190476,15.238095238095235,WNL Coloring Books,-0.334569449971841,0.9446912730829568,1,0,1,0,1,0,1.6920522859789298,1.1855161072091551,1,0,1,1,2,0,0.3278106030420935,0.6713121126466799,1,1,0,0,0,0,4.925360441818982,5.08296857761104,3,2,2,2,4,2,4.697336949989993,5.02344800367081,3,2,2,3,3,3,4.647159393321404,6.499387893390477,2,2,2,2,6,4,0.0,0.0,0.0,1,288,-2.0,0.0,0.0,-0.3202109606859018,-4991.235602848944,0,0,0,0,0,0,-0.1998152452400996,-788.3879339876113,0,0,0,0,0,0,0.0863137991981997,-3721.601541322442,0,0,0,0,0,0,-2,0,0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.5735379,1.0,0.2913510501384735,0.9935859441757202,1.0,0.9974938631057739,12.145286,12.161023,0.9604874,0.9946298
WNL Inky the octopus-int.txt,Int-Txt,7.5,71.24,8.3,4.454219030520647,557,34,89.29411764705883,16.38235294117647,WNL Inky the octopus,2.555880615131575,3.245027575268156,1,1,0,1,2,1,1.136320343494599,2.449972852164029,1,1,0,1,2,1,0.1269492799398472,1.0129839119974395,2,2,0,2,2,2,5.467107126788895,5.996580148634969,4,10,2,3,5,3,5.686710312882825,6.586752770317354,4,10,2,3,4,4,5.32702191237197,6.565710078910005,10,10,2,10,6,10,0.0,0.0,0.0,1,289,-2.0,-2.0,0.0,-0.1440289248850597,-4240.28596771215,0,0,1,0,0,0,-0.159477059824556,-665.0827034493326,0,0,0,0,0,0,0.2416526277429307,-3206.556011296096,0,0,0,0,0,0,0,-2,0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.48876148,1.0,0.6930927634239197,0.9896471500396729,1.0,0.9673879742622375,12.087984,12.16642,0.9999191,0.8903889
WNL Noise pollution -int.txt,Int-Txt,10.3,64.04,13.7,4.840287769784172,695,32,126.53125,21.71875,WNL Noise pollution ,1.158942631115696,0.7137417517926448,1,1,1,1,0,0,1.669165675795348,2.0932613550085275,1,1,1,1,0,1,0.9810081715132636,0.3932052012767055,1,1,1,1,0,1,6.6338939075036505,6.870893128749164,10,10,5,5,5,10,7.222027069969751,8.107134778689211,10,10,10,10,6,10,6.942156993741776,7.623086078649727,5,10,3,5,6,10,0.0,0.0,0.0,1,290,0.0,0.0,0.0,0.8851308998042988,-4619.128682941132,1,0,1,0,1,0,0.8019271181366264,-297.7165601865848,0,0,0,0,0,0,0.7570795863852142,-3882.4664889284577,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.97135454,1.0,0.7834061980247498,0.9974445700645448,1.0,1.0223544836044312,12.156526,12.167831,1.010185,0.9569366
WNL Mirrors-int.txt,Int-Txt,9.1,61.77,10.4,4.784916201117318,716,43,96.09302325581396,16.651162790697676,WNL Mirrors,0.1777103303311211,1.917651725897008,1,2,1,2,2,2,1.6784139729015828,1.7336241187892494,1,1,1,1,2,1,1.729006227669109,2.044965429421145,1,2,1,2,2,2,5.812304162370123,6.5419215132210216,6,10,10,10,5,10,6.895621546216864,7.391375066286542,10,10,4,10,6,10,6.470490748790914,7.761807595510486,10,10,10,10,8,10,-2.0,-2.0,0.0,1,291,-2.0,-2.0,-2.0,0.5794950501505589,-5025.6772913218165,1,0,1,0,1,0,0.4046803624418343,-547.0228134376215,0,0,0,0,0,0,0.5260690401558339,-4196.369149639739,0,0,1,0,0,0,-2,-2,0,1.0,1.0,0.0,2.0,1.0,0.0,1.0,1.0578357,1.0,0.9538151621818542,0.9945708513259888,1.0,1.0181915760040283,12.152883,12.144945,1.000184,0.99890256
Murderers beware-int.txt,Int-Txt,11.0,51.38,12.9,5.108949416342412,514,27,115.88888888888889,19.03703703703704,Murderers beware,-1.5209287079330076,-1.0115636079686414,1,1,0,1,0,2,-0.0889236359269776,-0.7999827877897943,0,2,0,2,1,2,-2.7682108025864287,-1.183750751512644,1,1,0,2,0,2,6.510935074787484,8.011182592897086,7,10,10,10,5,10,7.101690544430117,7.947944968045503,7,10,10,10,6,10,6.4347776641172825,8.303385757180637,10,10,2,10,8,10,0.0,0.0,0.0,1,292,0.0,-2.0,0.0,0.0967146495465449,-3766.219491973188,1,0,1,0,1,0,0.2043787945636392,-459.1382093431031,1,0,1,0,1,0,-0.3238614082374678,-3260.639665754414,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.7193938,1.0,0.4752287566661834,0.9834493398666382,1.0,0.5219744443893433,12.161079,12.1795025,0.9815771,0.44385496
