slug,language,title,grade_level,version,filename,f_grade,f_ease,ari,avg_tokenlength,documentlength_token,documentlength_sentence,avg_sentencelength_char,avg_sentencelength_token,Original_Index,newsela_bertRank,newsela_bert,newsela_bert_regression,os_eng_bertRank,os_eng_bert_regression
colorblind-glasses-spanish,es,Un niño gana lentes especiales y el mundo se vuelve más colorido,5.0,2,colorblind-glasses-spanish.es.2.txt,13.0,56.93,17.5,4.682370820668693,658,54,68.75925925925925,12.185185185185183,262,2.1698585,9.0,8.840768,3.8576434,0.04596774
colorblind-glasses-spanish,es,Un niño gana unos lentes especiales y ve algunos colores por vez primera,4.0,3,colorblind-glasses-spanish.es.3.txt,9.0,67.28,12.3,4.5996343692870205,547,58,52.3448275862069,9.43103448275862,263,1.0051863,9.0,8.095094,0.9816933,-0.1813955
colorblind-glasses-spanish,es,Un niño ve los colores por primera vez usando lentes especiales,2.0,4,colorblind-glasses-spanish.es.4.txt,5.0,83.15,7.6,4.385269121813031,353,47,40.14893617021277,7.51063829787234,264,0.008663891,7.0,5.862122,0.05416511,-0.20712417
computing-elemschool-spanish,es,"Exponer a los alumnos a la ciencia informática, una tendencia en auge",12.0,0,computing-elemschool-spanish.es.0.txt,27.2,3.84,32.9,5.221800947867298,1055,50,130.72,21.1,265,3.992063,12.0,11.970807,2.0399096,1.6989607
computing-elemschool-spanish,es,Muchas escuelas públicas ofrecerán clases de informática a sus alumnos,8.0,1,computing-elemschool-spanish.es.1.txt,21.6,18.46,26.0,5.259139784946236,930,52,111.3653846153846,17.884615384615383,266,2.9985523,12.0,11.7611,2.1904635,1.1015403
computing-elemschool-spanish,es,Cada vez son más las escuelas públicas que ofrecen clases de informática a sus estudiantes,6.0,2,computing-elemschool-spanish.es.2.txt,17.0,30.33,20.1,5.207602339181286,684,50,84.44,13.68,267,2.0513227,12.0,10.903578,1.6082493,0.58750457
computing-elemschool-spanish,es,Algunos estudiantes de la escuela primaria están aprendiendo códigos de computadoras,4.0,3,computing-elemschool-spanish.es.3.txt,11.2,45.46,13.4,5.293072824156305,563,62,56.774193548387096,9.080645161290322,268,1.0056933,9.0,7.946116,0.98225594,-0.17714447
computing-elemschool-spanish,es,Muchos niños están aprendiendo cómo funcionan las computadoras,2.0,4,computing-elemschool-spanish.es.4.txt,7.9,59.5,9.1,4.976878612716763,346,45,45.644444444444446,7.688888888888889,269,0.01078333,7.0,6.6332326,0.045432877,-0.26207462
concussion-kids-spanish,es,No queda claro ni cuándo ni si los deportistas deben jugar después de una conmoción,12.0,0,concussion-kids-spanish.es.0.txt,20.1,27.83,24.1,4.956047819971871,2844,177,95.57062146892656,16.06779661016949,270,3.6296813,12.0,11.9613905,2.5341632,1.2808567
concussion-kids-spanish,es,"Después de una conmoción, ¿cuándo pueden volver al campo de fútbol los adolescentes?",8.0,1,concussion-kids-spanish.es.1.txt,25.2,14.53,30.9,4.99906629318394,1071,60,106.45,17.85,271,3.986238,12.0,11.759785,2.9012365,1.1884695
concussion-kids-spanish,es,¿Cuándo es seguro que un adolescente vuelva a jugar después de una conmoción?,6.0,2,concussion-kids-spanish.es.2.txt,20.9,25.6,25.0,4.894461859979101,957,58,96.6206896551724,16.5,272,2.0609121,9.0,9.966416,1.9729011,0.56276786
concussion-kids-spanish,es,Las conmociones pueden ser muy peligrosas para los jugadores de fútbol a nivel escolar,5.0,3,concussion-kids-spanish.es.3.txt,15.1,40.72,17.3,4.8348045397225725,793,61,75.29508196721312,13.0,273,1.0052873,9.0,8.742819,0.12456052,-0.035481505
concussion-kids-spanish,es,Golpes peligrosos y el fútbol en la escuela,4.0,4,concussion-kids-spanish.es.4.txt,10.5,58.21,12.7,4.767932489451477,711,67,60.70149253731344,10.611940298507465,274,0.0574024,9.0,8.473601,0.19702205,-0.07859261
cook-comingout-spanish,es,El anuncio de Tim Cook podría impulsar a Silicon Valley a ejercer presión a favor del cambio social,12.0,0,cook-comingout-spanish.es.0.txt,51.4,-59.1,62.7,5.048374905517763,1323,35,228.0857142857143,37.8,275,3.9913116,12.0,11.949537,3.848601,1.7710104
cook-comingout-spanish,es,Tim Cook revela que es gay y afirma que el trabajo no depende de la sexualidad,9.0,1,cook-comingout-spanish.es.1.txt,29.0,-0.94,34.3,5.035827186512118,949,38,150.1578947368421,24.973684210526315,276,2.997756,12.0,11.567948,2.882288,0.9583937
cook-comingout-spanish,es,El director ejecutivo de Apple anuncia que es gay y dice que esto no define su trabajo,8.0,2,cook-comingout-spanish.es.2.txt,23.6,13.18,27.0,4.968973747016706,838,39,127.71794871794872,21.487179487179485,277,2.057223,12.0,11.232937,1.9513144,0.30804205
cook-comingout-spanish,es,Tim Cook revela que es gay y que eso no afecta su trabajo,6.0,3,cook-comingout-spanish.es.3.txt,16.9,30.64,18.3,4.928571428571429,672,40,99.125,16.8,278,1.0105509,9.0,9.681272,1.075966,-0.027207868
cook-comingout-spanish,es,El director de Apple dice que ser gay no afecta su trabajo,4.0,4,cook-comingout-spanish.es.4.txt,10.7,52.09,11.7,4.824390243902439,615,54,65.92592592592592,11.38888888888889,279,0.011146503,9.0,8.666444,0.45767996,-0.21057147
cooking-nun-spanish,es,"Monja cocinera, sensación en la TV mexicana",12.0,0,cooking-nun-spanish.es.0.txt,26.6,16.19,33.0,4.742404227212682,757,41,105.39024390243902,18.463414634146343,280,3.9911962,12.0,11.964458,3.8106449,1.2231061
cooking-nun-spanish,es,Monja que cocina para salvar a su orden se convierte en la nueva sensación de la televisión mexicana,9.0,1,cooking-nun-spanish.es.1.txt,30.0,7.46,37.2,4.741176470588235,935,49,108.93877551020408,19.081632653061224,281,2.9963825,12.0,11.70248,3.851673,1.115517
cooking-nun-spanish,es,Monja mexicana se hace famosa cocinando para salvar a su orden,7.0,2,cooking-nun-spanish.es.2.txt,21.1,30.4,26.0,4.738983050847458,885,53,95.26415094339625,16.69811320754717,282,2.0122738,12.0,10.494162,2.9761357,0.7074793
cooking-nun-spanish,es,Monja cocinera se convierte en sensación de televisión mexicana,4.0,3,cooking-nun-spanish.es.3.txt,9.5,60.65,11.0,4.648318042813456,654,65,56.41538461538462,10.06153846153846,283,1.0049425,9.0,7.6622176,0.9910048,-0.14386657
cooking-nun-spanish,es,"La monja favorita de México, en televisión",2.0,4,cooking-nun-spanish.es.4.txt,6.9,67.35,9.0,4.8696883852691215,353,46,44.65217391304348,7.673913043478261,284,0.040226407,7.0,6.219458,0.106080376,-0.22614394
coolkids-struggle-spanish,es,Los niños 'más populares' son jóvenes con más problemas,12.0,0,coolkids-struggle-spanish.es.0.txt,47.3,-48.44,58.5,5.24408014571949,549,16,213.625,34.3125,285,3.9865003,12.0,11.959455,3.7362263,1.592875
coolkids-struggle-spanish,es,Los niños 'más populares' podrían enfrentar más problemas a largo plazo,9.0,1,coolkids-struggle-spanish.es.1.txt,28.4,0.69,34.6,5.266666666666667,555,25,138.56,22.2,286,2.9997745,12.0,11.986557,2.284146,1.1139456
coolkids-struggle-spanish,es,Ser 'popular' en la escuela secundaria,7.0,2,coolkids-struggle-spanish.es.2.txt,21.0,19.98,24.9,5.215189873417722,553,30,114.1,18.433333333333334,287,2.0015054,12.0,11.407416,1.1325436,0.43986374
coolkids-struggle-spanish,es,Un estudio afirma que es bueno no ser tan 'popular',6.0,3,coolkids-struggle-spanish.es.3.txt,16.2,32.46,18.6,5.169117647058823,544,35,95.4,15.542857142857144,288,1.0071095,12.0,10.175889,0.040542193,0.09025898
coolkids-struggle-spanish,es,La popularidad escolar se pierde con los años ,4.0,4,coolkids-struggle-spanish.es.4.txt,11.2,50.77,13.8,5.157039711191335,554,45,75.4,12.311111111111112,289,0.011466855,9.0,8.465506,1.9116201,-0.1569148
copeland-ballet-spanish,es,Copeland pasa a la historia como primera mujer afroamericana en alcanzar la posición de bailarina principal en el ABT,12.0,0,copeland-ballet-spanish.es.0.txt,43.3,-32.67,53.9,5.023481781376519,1235,36,205.97222222222223,34.30555555555556,290,3.9898078,12.0,11.96551,3.8567307,1.8639809
copeland-ballet-spanish,es,Copeland traspasa la barrera racial y se convierte en la primera afroamericana en ser bailarina principal en el ABT,9.0,1,copeland-ballet-spanish.es.1.txt,25.6,13.42,31.9,5.097859327217125,981,48,124.0,20.4375,291,2.9964263,12.0,11.575519,2.9289463,1.6160545
copeland-ballet-spanish,es,Copeland hace historia al convertirse en la primera afroamericana en ser bailarina principal en el ABT,7.0,2,copeland-ballet-spanish.es.2.txt,16.7,36.66,20.3,5.065060240963855,830,51,98.19607843137256,16.274509803921568,292,2.1650476,12.0,10.8449135,1.9478637,1.1424189
copeland-ballet-spanish,es,Copeland pasa a la historia como la primera bailarina principal afroamericana del American Ballet Theatre,5.0,3,copeland-ballet-spanish.es.3.txt,13.4,45.09,15.7,4.931085043988269,682,52,77.28846153846153,13.115384615384617,293,1.0747877,9.0,9.608693,0.3793233,0.24732743
copeland-ballet-spanish,es,La bailarina afroamericana Misty Copeland hace historia en el American Ballet Theatre,3.0,4,copeland-ballet-spanish.es.4.txt,7.1,72.26,9.7,4.722863741339492,433,43,57.23255813953488,10.069767441860463,294,0.0103990305,9.0,7.235247,0.4897981,-0.20483978
copeland-balletfame-spanish,es,"Misty Copeland: ""En realidad mi carrera apenas comienza""",12.0,0,copeland-balletfame-spanish.es.0.txt,22.9,25.84,27.9,4.733229329173167,1282,52,141.0,24.65384615384616,295,3.9920173,12.0,11.95344,1.9173421,1.6998651
copeland-balletfame-spanish,es,Misty Copeland supera las barreras raciales de la danza clásica,7.0,1,copeland-balletfame-spanish.es.1.txt,24.6,21.37,30.3,4.747986191024165,869,46,108.1086956521739,18.89130434782609,296,3.0059109,9.0,10.220542,2.8931851,0.70026547
copeland-balletfame-spanish,es,"Entre salto y salto, bailarina supera las barreras raciales",5.0,2,copeland-balletfame-spanish.es.2.txt,15.5,39.71,17.4,4.767885532591415,629,45,80.2,13.977777777777778,297,2.0027747,9.0,9.051268,1.947222,0.20093024
copeland-balletfame-spanish,es,Bailarina afroamericana triunfa en el mundo de la danza clásica,4.0,3,copeland-balletfame-spanish.es.3.txt,9.8,59.84,11.2,4.648648648648648,518,47,61.8936170212766,11.02127659574468,298,1.0060937,9.0,8.352124,0.99280083,-0.1131516
copeland-balletfame-spanish,es,Bailarina afroamericana es la mejor de su compañía,2.0,4,copeland-balletfame-spanish.es.4.txt,5.1,77.43,6.4,4.505747126436781,261,35,40.71428571428572,7.457142857142857,299,0.009161303,7.0,5.5578203,0.3332132,-0.22606164
cordcutting-biz-spanish,es,Los niños que dirán adiós a la televisión por cable en Estados Unidos,12.0,0,cordcutting-biz-spanish.es.0.txt,26.3,17.11,33.4,4.984427141268076,1798,70,153.22857142857143,25.685714285714287,300,3.992673,12.0,11.953094,2.657377,1.4740758
cordcutting-biz-spanish,es,Las nuevas generaciones dejan a un lado la televisión por cable en Estados Unidos,9.0,1,cordcutting-biz-spanish.es.1.txt,21.6,29.29,27.5,4.96215139442231,1004,46,129.6304347826087,21.82608695652174,301,2.9595294,9.0,9.423265,2.1545947,0.7579729
cordcutting-biz-spanish,es,Los niños están más interesados en las pantallas pequeñas que en la televisión por cable,7.0,2,cordcutting-biz-spanish.es.2.txt,16.5,42.38,21.0,4.927654609101517,857,50,101.18,17.14,302,3.0050645,12.0,10.176525,0.98836505,0.3006728
cordcutting-biz-spanish,es,¿Ver la televisión en la pantalla? Los niños prefieren sus teléfonos inteligentes,4.0,3,cordcutting-biz-spanish.es.3.txt,9.6,60.45,12.0,4.859861591695502,578,54,62.42592592592592,10.703703703703704,303,1.0045605,9.0,7.928017,0.99075514,-0.19583678
cordcutting-biz-spanish,es,A los niños les gusta ver videos en sus teléfonos y tabletas,2.0,4,cordcutting-biz-spanish.es.4.txt,5.7,75.91,8.5,4.730538922155689,334,52,36.61538461538461,6.423076923076923,304,0.008731802,6.0,5.0422153,0.045226384,-0.2537169
countrymusic-women-spanish,es,"Mujeres piden igualdad, y calidad, en la música country",12.0,0,countrymusic-women-spanish.es.0.txt,37.4,-11.83,46.2,4.646085997794929,907,42,121.45238095238096,21.59523809523809,305,3.9918704,12.0,11.963291,2.3930438,1.6366186
countrymusic-women-spanish,es,Mujeres artistas de música country piden igualdad y calidad,9.0,1,countrymusic-women-spanish.es.1.txt,43.2,-27.06,53.7,4.631413612565445,955,44,121.5909090909091,21.704545454545453,306,3.0614765,12.0,11.802607,2.9927204,1.4413682
countrymusic-women-spanish,es,Mujeres artistas de la música country luchan por que se escuche su música,6.0,2,countrymusic-women-spanish.es.2.txt,22.9,25.73,28.0,4.686046511627907,860,49,99.22448979591836,17.551020408163264,307,2.0025132,9.0,9.86962,2.733296,0.51340383
countrymusic-women-spanish,es,Mujeres artistas de la música country luchan por ser escuchadas,5.0,3,countrymusic-women-spanish.es.3.txt,15.4,45.32,18.5,4.684466019417476,618,44,79.3409090909091,14.045454545454543,308,1.0049464,9.0,8.611776,0.98908025,-0.1067699
countrymusic-women-spanish,es,Emisoras de música country tocan menos canciones de mujeres,3.0,4,countrymusic-women-spanish.es.4.txt,9.8,60.04,11.3,4.665615141955836,317,31,57.516129032258064,10.225806451612904,309,0.010345604,8.0,7.564794,0.040267546,-0.23890424
courtroom-artist-spanish,es,"Quizá las pruebas estén incompletas, pero no los bocetos de esta artista de los tribunales",12.0,0,courtroom-artist-spanish.es.0.txt,30.9,-0.3,37.4,4.864693446088795,1419,71,116.6338028169014,19.985915492957748,310,3.9827018,12.0,11.930251,3.7969685,1.8076816
courtroom-artist-spanish,es,"Allá donde las cámaras no llegan, los juicios cobran vida a manos de esta dibujante",8.0,1,courtroom-artist-spanish.es.1.txt,21.9,23.06,26.0,4.877609791216703,1389,80,101.55,17.3625,311,3.9825532,12.0,11.927236,2.9406943,1.7823683
courtroom-artist-spanish,es,Los juicios cobran vida en los retratos creados por esta artista,7.0,2,courtroom-artist-spanish.es.2.txt,16.4,37.37,18.9,4.847878302642114,1249,84,86.53571428571429,14.86904761904762,312,2.1252277,12.0,11.953224,1.9399385,1.149787
courtroom-artist-spanish,es,"Las cámaras no entran, pero sí los trazos de esta artista de tribunales",5.0,3,courtroom-artist-spanish.es.3.txt,10.2,58.82,11.9,4.72316384180791,1062,84,71.98809523809524,12.642857142857142,313,2.0091972,12.0,11.946098,1.1162864,0.75658804
courtroom-artist-spanish,es,Una dibujante que trabaja en los tribunales cuenta historias con sus retratos,4.0,4,courtroom-artist-spanish.es.4.txt,8.2,64.1,9.2,4.683589138134593,847,78,61.41025641025641,10.85897435897436,314,0.012922144,12.0,11.919202,0.037490357,-0.07089381
cuba-college-spanish,es,"Universidades en Cuba, Estados Unidos desarrolla vínculos a medida que las tensiones diplomáticas disminuyen",12.0,0,cuba-college-spanish.es.0.txt,35.5,-23.1,43.6,5.592152199762188,841,35,157.74285714285713,24.02857142857143,315,3.9922714,12.0,11.966865,1.1190947,1.0555022
cuba-college-spanish,es,Universidades en Cuba y Estados Unidos crean acuerdos a medida que las relaciones diplomáticas mejoran,9.0,1,cuba-college-spanish.es.1.txt,36.6,-25.94,45.0,5.554161915621437,877,42,136.1904761904762,20.88095238095238,316,3.0319397,12.0,11.617875,3.01758,0.69910216
cuba-college-spanish,es,Mejoría en relaciones entre Cuba y Estados Unidos da paso a intercambios universitarios,6.0,2,cuba-college-spanish.es.2.txt,18.5,21.06,21.6,5.46986301369863,730,48,97.89583333333331,15.208333333333334,317,2.0761502,12.0,11.819529,1.9760706,0.26934877
cuba-college-spanish,es,Escuelas desean intercambios de estudios entre Cuba y Estados Unidos,4.0,3,cuba-college-spanish.es.3.txt,12.8,35.88,14.5,5.483033932135728,501,45,71.77777777777777,11.133333333333333,318,1.0045506,9.0,8.30001,0.98578584,-0.20121801
cuba-college-spanish,es,Estudiantes de Cuba y Estados Unidos podrán estudiar juntos,2.0,4,cuba-college-spanish.es.4.txt,8.8,57.06,10.0,4.906976744186046,215,26,48.38461538461539,8.26923076923077,319,0.009047655,7.0,6.476736,0.069711246,-0.25206062
cuba-entrepreneurs-spanish,es,"Los empresarios cubanos pueden vender de todo en Estados Unidos, desde zapatos hasta jabón",12.0,0,cuba-entrepreneurs-spanish.es.0.txt,51.9,-60.42,64.8,5.293233082706767,1463,56,163.69642857142858,26.125,320,3.9920697,12.0,11.9705105,1.8304842,0.9762618
cuba-entrepreneurs-spanish,es,Los cubanos tienen una larga lista de cosas que pueden y no pueden vender a Estados Unidos,8.0,1,cuba-entrepreneurs-spanish.es.1.txt,19.7,23.33,23.7,5.317272727272727,1100,57,121.3859649122807,19.29824561403509,321,3.0049334,12.0,11.981876,2.7898865,0.14612482
cuba-entrepreneurs-spanish,es,"Conforme la relación de EEUU y Cuba se calienta, las posibilidades de comercio hierven",7.0,2,cuba-entrepreneurs-spanish.es.2.txt,18.3,27.08,21.3,5.169475655430712,1068,60,109.3,17.8,322,2.014899,12.0,10.430552,1.9687376,-0.09095195
cuba-entrepreneurs-spanish,es,"Después de décadas, el embargo de EEUU a Cuba está empezando a suavizarse",6.0,3,cuba-entrepreneurs-spanish.es.3.txt,14.6,36.73,15.6,4.974418604651163,860,58,88.13793103448276,14.827586206896552,323,1.8607807,12.0,10.402109,0.08356852,-0.20577484
cuba-entrepreneurs-spanish,es,Cuba y Estados Unidos están empezando a hacer las paces,4.0,4,cuba-entrepreneurs-spanish.es.4.txt,10.6,52.49,11.7,4.871175523349437,621,53,68.39622641509433,11.716981132075473,324,0.009506257,9.0,8.467277,1.956263,-0.24982315
cuban-crocodiles-spanish,es,Los cocodrilos cubanos están perdiendo su identidad genética,12.0,0,cuban-crocodiles-spanish.es.0.txt,21.8,12.53,24.7,5.328418230563003,746,31,151.93548387096774,24.06451612903226,325,3.9860694,12.0,11.930346,0.06986184,1.4350244
cuban-crocodiles-spanish,es,Las poblaciones de cocodrilos cubanos y americanos se están mezclando,9.0,1,cuban-crocodiles-spanish.es.1.txt,19.8,23.23,24.0,5.333333333333333,633,34,117.38235294117646,18.61764705882353,326,2.9940646,12.0,11.350638,0.7731826,1.1384689
cuban-crocodiles-spanish,es,Los cocodrilos cubanos están en peligro de perder su identidad,8.0,2,cuban-crocodiles-spanish.es.2.txt,18.7,20.65,20.9,5.301980198019802,606,34,111.82352941176472,17.823529411764707,327,2.994502,12.0,11.122228,2.5745683,0.567238
cuban-crocodiles-spanish,es,Los científicos intentan evitar que los cocodrilos cubanos desaparezcan,6.0,3,cuban-crocodiles-spanish.es.3.txt,13.7,38.96,15.9,5.245247148288973,526,39,83.7948717948718,13.487179487179487,328,1.011641,9.0,8.728592,1.7685218,0.043992005
cuban-crocodiles-spanish,es,El raro cocodrilo cubano podría perderse para siempre,4.0,4,cuban-crocodiles-spanish.es.4.txt,10.2,47.99,11.9,5.27327935222672,494,53,58.075471698113205,9.320754716981131,329,0.01695313,9.0,8.12572,0.48079187,-0.20407867
dance-exercise-spanish,es,Estudio advierte a padres que una clase de baile no es un ejercicio completo para sus hijos,12.0,0,dance-exercise-spanish.es.0.txt,27.8,7.63,33.8,4.974327628361858,818,26,187.73076923076923,31.46153846153846,330,3.991729,12.0,11.95841,3.8556833,1.4260027
dance-exercise-spanish,es,"Según un estudio, las clases de baile no bastan para prevenir la obesidad infantil",9.0,1,dance-exercise-spanish.es.1.txt,23.0,20.12,27.7,4.955719557195572,813,32,150.78125,25.40625,331,3.000554,12.0,11.745217,2.8827736,0.8453965
dance-exercise-spanish,es,Bailar puede no ser suficiente para prevenir la obesidad en niños,7.0,2,dance-exercise-spanish.es.2.txt,17.9,33.41,20.8,4.860742705570292,754,37,118.94594594594597,20.37837837837838,332,2.0043626,12.0,9.966361,2.153518,0.33209854
dance-exercise-spanish,es,"Para evitar la obesidad, puede que bailar no sea la mejor solución",5.0,3,dance-exercise-spanish.es.3.txt,13.6,44.68,14.7,4.734539969834088,663,42,90.0952380952381,15.785714285714286,333,1.007299,9.0,8.8893,0.9878025,-0.029261628
dance-exercise-spanish,es,Un estudio dice que las clases de baile no son efectivas,4.0,4,dance-exercise-spanish.es.4.txt,9.6,60.45,10.7,4.633273703041145,559,44,71.20454545454545,12.704545454545457,334,0.10031544,9.0,8.240491,0.07157974,-0.16175479
deported-bedtimestories-spanish,es,Cuentos para dormir que relatan los deseos de padres deportados y sus hijos,12.0,0,deported-bedtimestories-spanish.es.0.txt,31.9,2.39,38.5,4.486301369863014,1460,76,104.75,19.21052631578948,335,3.9925816,12.0,11.946156,3.6051772,1.0394421
deported-bedtimestories-spanish,es,Padres deportados les escriben cuentos a sus hijos,8.0,1,deported-bedtimestories-spanish.es.1.txt,19.7,34.26,23.3,4.577262693156733,906,54,93.24074074074076,16.77777777777778,336,2.9990573,9.0,11.050477,2.8863409,0.5761782
deported-bedtimestories-spanish,es,Cuentos para sus hijos desde el otro lado de la frontera,6.0,2,deported-bedtimestories-spanish.es.2.txt,17.9,38.93,20.9,4.538881309686221,733,48,84.20833333333333,15.270833333333334,337,2.0354576,9.0,9.781014,1.9487181,0.12766778
deported-bedtimestories-spanish,es,"Aunque están lejos, les cuentan cuentos a sus hijos",4.0,3,deported-bedtimestories-spanish.es.3.txt,15.7,44.51,18.5,4.556603773584905,530,46,63.71739130434783,11.521739130434783,338,1.0058943,9.0,9.04536,0.99154055,-0.05398926
deported-bedtimestories-spanish,es,Cuentos para sus hijos desde el otro lado,3.0,4,deported-bedtimestories-spanish.es.4.txt,12.7,52.43,14.7,4.518229166666667,384,38,55.44736842105263,10.105263157894736,339,0.05611021,9.0,8.700095,0.03726194,-0.109017976
distant-battle-spanish,es,Analistas de la Fuerza Aérea participan en batallas desde el otro lado del mundo,12.0,0,distant-battle-spanish.es.0.txt,35.7,-12.88,44.1,4.988888888888889,1170,49,142.3877551020408,23.877551020408163,340,3.9900858,12.0,11.965387,1.8536892,1.7758147
distant-battle-spanish,es,Al frente de batalla virtual,9.0,1,distant-battle-spanish.es.1.txt,24.9,15.14,30.5,5.010733452593918,1118,56,119.44642857142856,19.964285714285715,341,2.9956422,12.0,11.791898,2.8424492,1.3672171
distant-battle-spanish,es,Encuentran tiroteos al otro lado del mundo,7.0,2,distant-battle-spanish.es.2.txt,20.8,20.39,24.3,5.120315581854044,1014,55,112.34545454545454,18.43636363636364,342,2.9961963,12.0,11.925582,2.8964584,0.63869697
distant-battle-spanish,es,Una guerra con dos frentes,6.0,3,distant-battle-spanish.es.3.txt,14.6,41.94,17.4,5.014823261117446,877,56,93.76785714285714,15.660714285714286,343,1.1702757,12.0,10.573983,0.055079468,0.060842752
distant-battle-spanish,es,Peleando en la guerra con computadoras y aviones espías,4.0,4,distant-battle-spanish.es.4.txt,11.8,49.45,12.5,4.728494623655914,744,61,69.47540983606558,12.19672131147541,344,0.010012632,9.0,8.679563,0.08319545,-0.1545088
dreamers-mexico-spanish,es,Los 'Dreamers' nacidos en Estados Unidos están construyendo una nueva vida — de vuelta en México,12.0,0,dreamers-mexico-spanish.es.0.txt,32.8,-10.79,39.5,5.111775254034669,1673,74,137.5810810810811,22.60810810810811,345,3.9922767,12.0,11.963434,1.0232121,1.197558
dreamers-mexico-spanish,es,"Deportados de EEUU y rechazados en México, 'Los Otros Dreamers' deciden organizarse",8.0,1,dreamers-mexico-spanish.es.1.txt,20.0,28.03,23.9,4.978835978835979,945,47,119.72340425531917,20.106382978723403,346,3.002344,12.0,11.068609,2.4299812,0.85136986
dreamers-mexico-spanish,es,"Deportados tras años en Estados Unidos, algunos mexicanos son extranjeros en dos países",7.0,2,dreamers-mexico-spanish.es.2.txt,15.4,40.01,17.9,4.930232558139535,903,51,104.6078431372549,17.705882352941178,347,2.7025328,9.0,9.645514,2.924545,0.53950983
dreamers-mexico-spanish,es,"Criados en Estados Unidos y deportados a México,  ¿es solo un 'sueño' la adaptación?",5.0,3,dreamers-mexico-spanish.es.3.txt,12.2,42.82,12.7,5.0,679,51,79.58823529411765,13.31372549019608,348,1.0071887,9.0,8.591672,0.98811597,0.060871206
dreamers-mexico-spanish,es,Los jóvenes 'Dreamers' expulsados de Estados Unidos lo tienen difícil viviendo en México,4.0,4,dreamers-mexico-spanish.es.4.txt,10.2,48.09,10.5,5.050933786078098,589,55,64.52727272727273,10.709090909090907,349,0.015821332,9.0,8.135565,0.04351639,-0.11182443
drone-farms-spanish,es,"El uso agrícola de los drones en EEUU, a punto de despegar",12.0,0,drone-farms-spanish.es.0.txt,55.2,-63.53,70.0,5.195121951219512,533,22,149.3181818181818,24.227272727272727,350,3.9921966,12.0,11.958119,2.8947654,1.5138495
drone-farms-spanish,es,A punto de alzar vuelo el uso agrícola de los drones en EEUU,8.0,1,drone-farms-spanish.es.1.txt,26.7,10.47,33.4,5.115566037735849,848,46,112.1304347826087,18.43478260869565,351,3.0124962,12.0,11.850792,3.8542788,0.6516674
drone-farms-spanish,es,Drones podrían ser de gran beneficio para la agricultura,6.0,2,drone-farms-spanish.es.2.txt,15.1,46.03,19.3,4.930163447251115,673,47,84.40425531914893,14.319148936170214,352,2.0007486,9.0,9.192542,1.9447622,0.035912998
drone-farms-spanish,es,En EEUU cada día más granjeros quieren drones,4.0,3,drone-farms-spanish.es.3.txt,9.3,61.26,10.9,4.715384615384616,520,49,60.265306122448976,10.612244897959185,353,1.0123249,9.0,8.585666,0.9926796,-0.18328181
drone-farms-spanish,es,Pequeñas máquinas voladoras pueden ayudar a granjeros,2.0,4,drone-farms-spanish.es.4.txt,6.6,73.68,9.6,4.746606334841629,221,30,41.9,7.366666666666666,354,0.009469843,7.0,6.2560444,0.07487411,-0.22334708
drones-wildfires-spanish,es,"En la lucha contra el fuego, los drones estorban",12.0,0,drones-wildfires-spanish.es.0.txt,31.0,-6.01,38.1,5.2809315866084425,687,33,130.15151515151516,20.818181818181817,355,3.9904366,12.0,11.950444,1.1094264,1.5690407
drones-wildfires-spanish,es,Los drones dificultan la extinción de incendios,9.0,1,drones-wildfires-spanish.es.1.txt,23.5,13.38,28.1,5.171910112359551,890,49,111.57142857142856,18.163265306122447,356,3.0086844,12.0,11.845572,1.0643189,1.0482019
drones-wildfires-spanish,es,Drones ponen en peligro la labor de los bomberos,7.0,2,drones-wildfires-spanish.es.2.txt,17.7,33.92,21.7,5.058744993324432,749,49,92.12244897959184,15.285714285714286,357,1.9971755,12.0,11.643568,1.0949951,0.4965911
drones-wildfires-spanish,es,Los bomberos luchan contra aviones sin tripulación para poder apagar fuegos,5.0,3,drones-wildfires-spanish.es.3.txt,13.1,45.9,16.0,5.098039215686274,612,47,78.95744680851064,13.02127659574468,358,1.9983058,12.0,10.560797,0.9944167,0.16122876
drones-wildfires-spanish,es,Los aviones por control remoto son un problema para los bomberos,3.0,4,drones-wildfires-spanish.es.4.txt,8.0,64.51,11.7,5.128865979381444,388,46,51.26086956521739,8.434782608695652,359,0.009798074,7.0,6.634896,0.061830312,-0.13493851
earth-earliestlife-spanish,es,Hallan rastros de posible vida en la Tierra primitiva,12.0,0,earth-earliestlife-spanish.es.0.txt,71.9,-107.17,90.3,4.900375939849624,532,21,148.61904761904762,25.33333333333333,360,3.9908109,12.0,11.98115,2.7845356,1.1057311
earth-earliestlife-spanish,es,Hallan rastros de posible vida en la Tierra millones de años antes de lo que se había pensado,9.0,1,earth-earliestlife-spanish.es.1.txt,33.0,-5.98,40.7,4.935185185185185,540,26,122.53846153846152,20.76923076923077,361,2.9953032,12.0,10.478519,3.2222614,0.78421414
earth-earliestlife-spanish,es,Los científicos encuentran rastros de vida en la Tierra cuando todavía el planeta era primitivo,7.0,2,earth-earliestlife-spanish.es.2.txt,18.7,31.38,22.4,4.944908180300501,599,35,101.2,17.114285714285714,362,2.9891295,12.0,11.847595,3.8272076,0.5010974
